,Family,LigandType,Value,Category
6527,Relaxin family peptide ,peptide,18.0,Identify
6528,Relaxin family peptide ,peptide,34.0,Similarity
6529,Relaxin family peptide ,peptide,16.0,Identify
6530,Opioid ,peptide,83.0,Similarity
6531,Opioid ,peptide,70.0,Identify
6532,Opioid ,peptide,81.0,Similarity
6533,Opioid ,peptide,68.0,Identify
6534,Opioid ,peptide,75.0,Similarity
6535,Opioid ,peptide,60.0,Identify
6536,Opioid ,peptide,82.0,Similarity
6537,Opioid ,peptide,71.0,Identify
6538,Opioid ,peptide,75.0,Similarity
6539,Opioid ,peptide,61.0,Identify
6540,Opioid ,peptide,73.0,Similarity
6541,Opioid ,peptide,61.0,Identify
6542,Orexin ,peptide,88.0,Similarity
6543,Orexin ,peptide,79.0,Identify
6544,Neuropeptide Y ,peptide,56.0,Similarity
6545,Neuropeptide Y ,peptide,44.0,Identify
6546,Neuropeptide Y ,peptide,56.0,Similarity
6547,Neuropeptide Y ,peptide,33.0,Identify
6548,Neuropeptide Y ,peptide,42.0,Similarity
6549,Neuropeptide Y ,peptide,23.0,Identify
6550,Neuropeptide Y ,peptide,39.0,Similarity
6551,Neuropeptide Y ,peptide,23.0,Identify
6552,Neuropeptide Y ,peptide,60.0,Similarity
6553,Neuropeptide Y ,peptide,37.0,Identify
6554,Neuropeptide Y ,peptide,58.0,Similarity
6555,Neuropeptide Y ,peptide,35.0,Identify
6556,Neuropeptide Y ,peptide,58.0,Similarity
6557,Neuropeptide Y ,peptide,35.0,Identify
6558,Neuropeptide Y ,peptide,73.0,Similarity
6559,Neuropeptide Y ,peptide,53.0,Identify
6560,Neuropeptide Y ,peptide,60.0,Similarity
6561,Neuropeptide Y ,peptide,40.0,Identify
6562,Neuropeptide Y ,peptide,60.0,Similarity
6563,Neuropeptide Y ,peptide,38.0,Identify
6564,Neurotensin ,peptide,69.0,Similarity
6565,Neurotensin ,peptide,48.0,Identify
6566,Bradykinin ,peptide,62.0,Similarity
6567,Bradykinin ,peptide,43.0,Identify
6568,Cholecystokinin ,peptide,81.0,Similarity
6569,Cholecystokinin ,peptide,64.0,Identify
6570,Complement peptide ,peptide,58.0,Similarity
6571,Complement peptide ,peptide,40.0,Identify
6572,Complement peptide ,peptide,54.0,Similarity
6573,Complement peptide ,peptide,35.0,Identify
6574,Complement peptide ,peptide,61.0,Similarity
6575,Complement peptide ,peptide,41.0,Identify
6576,Endothelin ,peptide,78.0,Similarity
6577,Endothelin ,peptide,65.0,Identify
6578,Angiotensin ,peptide,59.0,Similarity
6579,Angiotensin ,peptide,40.0,Identify
6580,Bombesin ,peptide,87.0,Similarity
6581,Bombesin ,peptide,70.0,Identify
6582,Bombesin ,peptide,82.0,Similarity
6583,Bombesin ,peptide,65.0,Identify
6584,Bombesin ,peptide,80.0,Similarity
6585,Bombesin ,peptide,61.0,Identify
6586,Adrenoceptors,aminergic,78.0,Similarity
6587,Adrenoceptors,aminergic,65.0,Identify
6588,Adrenoceptors,aminergic,74.0,Similarity
6589,Adrenoceptors,aminergic,61.0,Identify
6590,Adrenoceptors,aminergic,64.0,Similarity
6591,Adrenoceptors,aminergic,41.0,Identify
6592,Adrenoceptors,aminergic,62.0,Similarity
6593,Adrenoceptors,aminergic,41.0,Identify
6594,Adrenoceptors,aminergic,62.0,Similarity
6595,Adrenoceptors,aminergic,39.0,Identify
6596,Adrenoceptors,aminergic,61.0,Similarity
6597,Adrenoceptors,aminergic,41.0,Identify
6598,Adrenoceptors,aminergic,61.0,Similarity
6599,Adrenoceptors,aminergic,40.0,Identify
6600,Adrenoceptors,aminergic,60.0,Similarity
6601,Adrenoceptors,aminergic,37.0,Identify
6602,Adrenoceptors,aminergic,84.0,Similarity
6603,Adrenoceptors,aminergic,71.0,Identify
6604,Adrenoceptors,aminergic,83.0,Similarity
6605,Adrenoceptors,aminergic,73.0,Identify
6606,Adrenoceptors,aminergic,66.0,Similarity
6607,Adrenoceptors,aminergic,41.0,Identify
6608,Adrenoceptors,aminergic,63.0,Similarity
6609,Adrenoceptors,aminergic,41.0,Identify
6610,Adrenoceptors,aminergic,61.0,Similarity
6611,Adrenoceptors,aminergic,38.0,Identify
6612,Adrenoceptors,aminergic,56.0,Similarity
6613,Adrenoceptors,aminergic,36.0,Identify
6614,Adrenoceptors,aminergic,55.0,Similarity
6615,Adrenoceptors,aminergic,36.0,Identify
6616,Adrenoceptors,aminergic,84.0,Similarity
6617,Adrenoceptors,aminergic,73.0,Identify
6618,Adrenoceptors,aminergic,65.0,Similarity
6619,Adrenoceptors,aminergic,42.0,Identify
6620,Adrenoceptors,aminergic,62.0,Similarity
6621,Adrenoceptors,aminergic,40.0,Identify
6622,Adrenoceptors,aminergic,62.0,Similarity
6623,Adrenoceptors,aminergic,40.0,Identify
6624,Adrenoceptors,aminergic,57.0,Similarity
6625,Adrenoceptors,aminergic,37.0,Identify
6626,Adrenoceptors,aminergic,57.0,Similarity
6627,Adrenoceptors,aminergic,35.0,Identify
6628,Adrenoceptors,aminergic,89.0,Similarity
6629,Adrenoceptors,aminergic,73.0,Identify
6630,Adrenoceptors,aminergic,83.0,Similarity
6631,Adrenoceptors,aminergic,69.0,Identify
6632,Adrenoceptors,aminergic,64.0,Similarity
6633,Adrenoceptors,aminergic,41.0,Identify
6634,Adrenoceptors,aminergic,62.0,Similarity
6635,Adrenoceptors,aminergic,40.0,Identify
6636,Adrenoceptors,aminergic,60.0,Similarity
6637,Adrenoceptors,aminergic,42.0,Identify
6638,Adrenoceptors,aminergic,81.0,Similarity
6639,Adrenoceptors,aminergic,63.0,Identify
6640,Adrenoceptors,aminergic,63.0,Similarity
6641,Adrenoceptors,aminergic,40.0,Identify
6642,Adrenoceptors,aminergic,62.0,Similarity
6643,Adrenoceptors,aminergic,39.0,Identify
6644,Adrenoceptors,aminergic,61.0,Similarity
6645,Adrenoceptors,aminergic,43.0,Identify
6646,Adrenoceptors,aminergic,62.0,Similarity
6647,Adrenoceptors,aminergic,40.0,Identify
6648,Adrenoceptors,aminergic,62.0,Similarity
6649,Adrenoceptors,aminergic,38.0,Identify
6650,Adrenoceptors,aminergic,60.0,Similarity
6651,Adrenoceptors,aminergic,41.0,Identify
6652,Adrenoceptors,aminergic,58.0,Similarity
6653,Adrenoceptors,aminergic,37.0,Identify
6654,Adrenoceptors,aminergic,56.0,Similarity
6655,Adrenoceptors,aminergic,34.0,Identify
6656,Adrenoceptors,aminergic,69.0,Similarity
6657,Adrenoceptors,aminergic,55.0,Identify
6658,Acetylcholine  (muscarinic),aminergic,95.0,Similarity
6659,Acetylcholine  (muscarinic),aminergic,81.0,Identify
6660,Acetylcholine  (muscarinic),aminergic,86.0,Similarity
6661,Acetylcholine  (muscarinic),aminergic,74.0,Identify
6662,Acetylcholine  (muscarinic),aminergic,81.0,Similarity
6663,Acetylcholine  (muscarinic),aminergic,68.0,Identify
6664,Acetylcholine  (muscarinic),aminergic,80.0,Similarity
6665,Acetylcholine  (muscarinic),aminergic,67.0,Identify
6666,Acetylcholine  (muscarinic),aminergic,91.0,Similarity
6667,Acetylcholine  (muscarinic),aminergic,82.0,Identify
6668,Acetylcholine  (muscarinic),aminergic,80.0,Similarity
6669,Acetylcholine  (muscarinic),aminergic,64.0,Identify
6670,Acetylcholine  (muscarinic),aminergic,75.0,Similarity
6671,Acetylcholine  (muscarinic),aminergic,61.0,Identify
6672,Acetylcholine  (muscarinic),aminergic,85.0,Similarity
6673,Acetylcholine  (muscarinic),aminergic,75.0,Identify
6674,Acetylcholine  (muscarinic),aminergic,79.0,Similarity
6675,Acetylcholine  (muscarinic),aminergic,65.0,Identify
6676,Acetylcholine  (muscarinic),aminergic,73.0,Similarity
6677,Acetylcholine  (muscarinic),aminergic,62.0,Identify
6678,5-Hydroxytryptamine ,aminergic,86.0,Similarity
6679,5-Hydroxytryptamine ,aminergic,72.0,Identify
6680,5-Hydroxytryptamine ,aminergic,81.0,Similarity
6681,5-Hydroxytryptamine ,aminergic,64.0,Identify
6682,5-Hydroxytryptamine ,aminergic,56.0,Similarity
6683,5-Hydroxytryptamine ,aminergic,35.0,Identify
6684,5-Hydroxytryptamine ,aminergic,56.0,Similarity
6685,5-Hydroxytryptamine ,aminergic,35.0,Identify
6686,5-Hydroxytryptamine ,aminergic,55.0,Similarity
6687,5-Hydroxytryptamine ,aminergic,33.0,Identify
6688,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6689,5-Hydroxytryptamine ,aminergic,33.0,Identify
6690,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6691,5-Hydroxytryptamine ,aminergic,33.0,Identify
6692,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6693,5-Hydroxytryptamine ,aminergic,30.0,Identify
6694,5-Hydroxytryptamine ,aminergic,53.0,Similarity
6695,5-Hydroxytryptamine ,aminergic,35.0,Identify
6696,5-Hydroxytryptamine ,aminergic,52.0,Similarity
6697,5-Hydroxytryptamine ,aminergic,33.0,Identify
6698,5-Hydroxytryptamine ,aminergic,51.0,Similarity
6699,5-Hydroxytryptamine ,aminergic,31.0,Identify
6700,5-Hydroxytryptamine ,aminergic,82.0,Similarity
6701,5-Hydroxytryptamine ,aminergic,63.0,Identify
6702,5-Hydroxytryptamine ,aminergic,55.0,Similarity
6703,5-Hydroxytryptamine ,aminergic,32.0,Identify
6704,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6705,5-Hydroxytryptamine ,aminergic,33.0,Identify
6706,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6707,5-Hydroxytryptamine ,aminergic,32.0,Identify
6708,5-Hydroxytryptamine ,aminergic,53.0,Similarity
6709,5-Hydroxytryptamine ,aminergic,35.0,Identify
6710,5-Hydroxytryptamine ,aminergic,53.0,Similarity
6711,5-Hydroxytryptamine ,aminergic,33.0,Identify
6712,5-Hydroxytryptamine ,aminergic,52.0,Similarity
6713,5-Hydroxytryptamine ,aminergic,34.0,Identify
6714,5-Hydroxytryptamine ,aminergic,52.0,Similarity
6715,5-Hydroxytryptamine ,aminergic,32.0,Identify
6716,5-Hydroxytryptamine ,aminergic,52.0,Similarity
6717,5-Hydroxytryptamine ,aminergic,32.0,Identify
6718,5-Hydroxytryptamine ,aminergic,52.0,Similarity
6719,5-Hydroxytryptamine ,aminergic,30.0,Identify
6720,5-Hydroxytryptamine ,aminergic,82.0,Similarity
6721,5-Hydroxytryptamine ,aminergic,68.0,Identify
6722,5-Hydroxytryptamine ,aminergic,76.0,Similarity
6723,5-Hydroxytryptamine ,aminergic,59.0,Identify
6724,5-Hydroxytryptamine ,aminergic,74.0,Similarity
6725,5-Hydroxytryptamine ,aminergic,61.0,Identify
6726,5-Hydroxytryptamine ,aminergic,69.0,Similarity
6727,5-Hydroxytryptamine ,aminergic,49.0,Identify
6728,5-Hydroxytryptamine ,aminergic,64.0,Similarity
6729,5-Hydroxytryptamine ,aminergic,47.0,Identify
6730,5-Hydroxytryptamine ,aminergic,63.0,Similarity
6731,5-Hydroxytryptamine ,aminergic,41.0,Identify
6732,5-Hydroxytryptamine ,aminergic,57.0,Similarity
6733,5-Hydroxytryptamine ,aminergic,36.0,Identify
6734,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6735,5-Hydroxytryptamine ,aminergic,40.0,Identify
6736,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6737,5-Hydroxytryptamine ,aminergic,33.0,Identify
6738,5-Hydroxytryptamine ,aminergic,75.0,Similarity
6739,5-Hydroxytryptamine ,aminergic,59.0,Identify
6740,5-Hydroxytryptamine ,aminergic,73.0,Similarity
6741,5-Hydroxytryptamine ,aminergic,60.0,Identify
6742,5-Hydroxytryptamine ,aminergic,70.0,Similarity
6743,5-Hydroxytryptamine ,aminergic,52.0,Identify
6744,5-Hydroxytryptamine ,aminergic,63.0,Similarity
6745,5-Hydroxytryptamine ,aminergic,44.0,Identify
6746,5-Hydroxytryptamine ,aminergic,63.0,Similarity
6747,5-Hydroxytryptamine ,aminergic,42.0,Identify
6748,5-Hydroxytryptamine ,aminergic,55.0,Similarity
6749,5-Hydroxytryptamine ,aminergic,35.0,Identify
6750,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6751,5-Hydroxytryptamine ,aminergic,39.0,Identify
6752,5-Hydroxytryptamine ,aminergic,52.0,Similarity
6753,5-Hydroxytryptamine ,aminergic,31.0,Identify
6754,5-Hydroxytryptamine ,aminergic,72.0,Similarity
6755,5-Hydroxytryptamine ,aminergic,55.0,Identify
6756,5-Hydroxytryptamine ,aminergic,71.0,Similarity
6757,5-Hydroxytryptamine ,aminergic,55.0,Identify
6758,5-Hydroxytryptamine ,aminergic,65.0,Similarity
6759,5-Hydroxytryptamine ,aminergic,41.0,Identify
6760,5-Hydroxytryptamine ,aminergic,63.0,Similarity
6761,5-Hydroxytryptamine ,aminergic,43.0,Identify
6762,5-Hydroxytryptamine ,aminergic,55.0,Similarity
6763,5-Hydroxytryptamine ,aminergic,42.0,Identify
6764,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6765,5-Hydroxytryptamine ,aminergic,33.0,Identify
6766,5-Hydroxytryptamine ,aminergic,52.0,Similarity
6767,5-Hydroxytryptamine ,aminergic,33.0,Identify
6768,5-Hydroxytryptamine ,aminergic,58.0,Similarity
6769,5-Hydroxytryptamine ,aminergic,35.0,Identify
6770,5-Hydroxytryptamine ,aminergic,56.0,Similarity
6771,5-Hydroxytryptamine ,aminergic,36.0,Identify
6772,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6773,5-Hydroxytryptamine ,aminergic,31.0,Identify
6774,5-Hydroxytryptamine ,aminergic,53.0,Similarity
6775,5-Hydroxytryptamine ,aminergic,36.0,Identify
6776,5-Hydroxytryptamine ,aminergic,52.0,Similarity
6777,5-Hydroxytryptamine ,aminergic,33.0,Identify
6778,5-Hydroxytryptamine ,aminergic,51.0,Similarity
6779,5-Hydroxytryptamine ,aminergic,32.0,Identify
6780,5-Hydroxytryptamine ,aminergic,57.0,Similarity
6781,5-Hydroxytryptamine ,aminergic,36.0,Identify
6782,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6783,5-Hydroxytryptamine ,aminergic,35.0,Identify
6784,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6785,5-Hydroxytryptamine ,aminergic,32.0,Identify
6786,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6787,5-Hydroxytryptamine ,aminergic,32.0,Identify
6788,5-Hydroxytryptamine ,aminergic,53.0,Similarity
6789,5-Hydroxytryptamine ,aminergic,34.0,Identify
6790,5-Hydroxytryptamine ,aminergic,83.0,Similarity
6791,5-Hydroxytryptamine ,aminergic,72.0,Identify
6792,5-Hydroxytryptamine ,aminergic,64.0,Similarity
6793,5-Hydroxytryptamine ,aminergic,43.0,Identify
6794,5-Hydroxytryptamine ,aminergic,62.0,Similarity
6795,5-Hydroxytryptamine ,aminergic,47.0,Identify
6796,5-Hydroxytryptamine ,aminergic,54.0,Similarity
6797,5-Hydroxytryptamine ,aminergic,40.0,Identify
6798,5-Hydroxytryptamine ,aminergic,59.0,Similarity
6799,5-Hydroxytryptamine ,aminergic,43.0,Identify
6800,5-Hydroxytryptamine ,aminergic,53.0,Similarity
6801,5-Hydroxytryptamine ,aminergic,33.0,Identify
6802,5-Hydroxytryptamine ,aminergic,51.0,Similarity
6803,5-Hydroxytryptamine ,aminergic,38.0,Identify
6804,5-Hydroxytryptamine ,aminergic,62.0,Similarity
6805,5-Hydroxytryptamine ,aminergic,44.0,Identify
6806,5-Hydroxytryptamine ,aminergic,60.0,Similarity
6807,5-Hydroxytryptamine ,aminergic,42.0,Identify
6808,5-Hydroxytryptamine ,aminergic,64.0,Similarity
6809,5-Hydroxytryptamine ,aminergic,40.0,Identify
6810,Formylpeptide ,peptide,85.0,Similarity
6811,Formylpeptide ,peptide,73.0,Identify
6812,Formylpeptide ,peptide,78.0,Similarity
6813,Formylpeptide ,peptide,62.0,Identify
6814,Formylpeptide ,peptide,85.0,Similarity
6815,Formylpeptide ,peptide,72.0,Identify
6816,Galanin ,peptide,79.0,Similarity
6817,Galanin ,peptide,67.0,Identify
6818,Galanin ,peptide,54.0,Similarity
6819,Galanin ,peptide,37.0,Identify
6820,Galanin ,peptide,60.0,Similarity
6821,Galanin ,peptide,39.0,Identify
6822,Histamine ,aminergic,59.0,Similarity
6823,Histamine ,aminergic,32.0,Identify
6824,Histamine ,aminergic,54.0,Similarity
6825,Histamine ,aminergic,33.0,Identify
6826,Histamine ,aminergic,54.0,Similarity
6827,Histamine ,aminergic,28.0,Identify
6828,Histamine ,aminergic,50.0,Similarity
6829,Histamine ,aminergic,28.0,Identify
6830,Histamine ,aminergic,50.0,Similarity
6831,Histamine ,aminergic,24.0,Identify
6832,Histamine ,aminergic,68.0,Similarity
6833,Histamine ,aminergic,50.0,Identify
6834,Dopamine ,aminergic,90.0,Similarity
6835,Dopamine ,aminergic,77.0,Identify
6836,Dopamine ,aminergic,61.0,Similarity
6837,Dopamine ,aminergic,40.0,Identify
6838,Dopamine ,aminergic,58.0,Similarity
6839,Dopamine ,aminergic,37.0,Identify
6840,Dopamine ,aminergic,53.0,Similarity
6841,Dopamine ,aminergic,35.0,Identify
6842,Dopamine ,aminergic,84.0,Similarity
6843,Dopamine ,aminergic,73.0,Identify
6844,Dopamine ,aminergic,64.0,Similarity
6845,Dopamine ,aminergic,47.0,Identify
6846,Dopamine ,aminergic,62.0,Similarity
6847,Dopamine ,aminergic,43.0,Identify
6848,Dopamine ,aminergic,67.0,Similarity
6849,Dopamine ,aminergic,49.0,Identify
6850,Dopamine ,aminergic,56.0,Similarity
6851,Dopamine ,aminergic,38.0,Identify
6852,Dopamine ,aminergic,53.0,Similarity
6853,Dopamine ,aminergic,37.0,Identify
6854,Prostanoid ,lipid,62.0,Similarity
6855,Prostanoid ,lipid,43.0,Identify
6856,Prostanoid ,lipid,50.0,Similarity
6857,Prostanoid ,lipid,37.0,Identify
6858,Prostanoid ,lipid,44.0,Similarity
6859,Prostanoid ,lipid,29.0,Identify
6860,Prostanoid ,lipid,42.0,Similarity
6861,Prostanoid ,lipid,25.0,Identify
6862,Prostanoid ,lipid,37.0,Similarity
6863,Prostanoid ,lipid,22.0,Identify
6864,Prostanoid ,lipid,37.0,Similarity
6865,Prostanoid ,lipid,21.0,Identify
6866,Prostanoid ,lipid,34.0,Similarity
6867,Prostanoid ,lipid,21.0,Identify
6868,Prostanoid ,lipid,33.0,Similarity
6869,Prostanoid ,lipid,14.0,Identify
6870,Prostanoid ,lipid,45.0,Similarity
6871,Prostanoid ,lipid,29.0,Identify
6872,Prostanoid ,lipid,44.0,Similarity
6873,Prostanoid ,lipid,26.0,Identify
6874,Prostanoid ,lipid,42.0,Similarity
6875,Prostanoid ,lipid,26.0,Identify
6876,Prostanoid ,lipid,40.0,Similarity
6877,Prostanoid ,lipid,27.0,Identify
6878,Prostanoid ,lipid,38.0,Similarity
6879,Prostanoid ,lipid,24.0,Identify
6880,Prostanoid ,lipid,38.0,Similarity
6881,Prostanoid ,lipid,23.0,Identify
6882,Prostanoid ,lipid,31.0,Similarity
6883,Prostanoid ,lipid,16.0,Identify
6884,Prostanoid ,lipid,32.0,Similarity
6885,Prostanoid ,lipid,15.0,Identify
6886,Prostanoid ,lipid,30.0,Similarity
6887,Prostanoid ,lipid,16.0,Identify
6888,Prostanoid ,lipid,29.0,Similarity
6889,Prostanoid ,lipid,17.0,Identify
6890,Prostanoid ,lipid,29.0,Similarity
6891,Prostanoid ,lipid,17.0,Identify
6892,Prostanoid ,lipid,29.0,Similarity
6893,Prostanoid ,lipid,13.0,Identify
6894,Prostanoid ,lipid,29.0,Similarity
6895,Prostanoid ,lipid,13.0,Identify
6896,Prostanoid ,lipid,54.0,Similarity
6897,Prostanoid ,lipid,40.0,Identify
6898,Prostanoid ,lipid,52.0,Similarity
6899,Prostanoid ,lipid,39.0,Identify
6900,Prostanoid ,lipid,42.0,Similarity
6901,Prostanoid ,lipid,30.0,Identify
6902,Prostanoid ,lipid,34.0,Similarity
6903,Prostanoid ,lipid,21.0,Identify
6904,Prostanoid ,lipid,31.0,Similarity
6905,Prostanoid ,lipid,21.0,Identify
6906,Prostanoid ,lipid,47.0,Similarity
6907,Prostanoid ,lipid,28.0,Identify
6908,Prostanoid ,lipid,46.0,Similarity
6909,Prostanoid ,lipid,30.0,Identify
6910,Prostanoid ,lipid,44.0,Similarity
6911,Prostanoid ,lipid,32.0,Identify
6912,Prostanoid ,lipid,37.0,Similarity
6913,Prostanoid ,lipid,26.0,Identify
6914,Prostanoid ,lipid,45.0,Similarity
6915,Prostanoid ,lipid,32.0,Identify
6916,Prostanoid ,lipid,35.0,Similarity
6917,Prostanoid ,lipid,20.0,Identify
6918,Prostanoid ,lipid,33.0,Similarity
6919,Prostanoid ,lipid,21.0,Identify
6920,Prostanoid ,lipid,50.0,Similarity
6921,Prostanoid ,lipid,36.0,Identify
6922,Prostanoid ,lipid,38.0,Similarity
6923,Prostanoid ,lipid,24.0,Identify
6924,Prostanoid ,lipid,37.0,Similarity
6925,Prostanoid ,lipid,20.0,Identify
6926,"GPR18, GPR55 and GPR119",lipid,43.0,Similarity
6927,"GPR18, GPR55 and GPR119",lipid,26.0,Identify
6928,"GPR18, GPR55 and GPR119",lipid,29.0,Similarity
6929,"GPR18, GPR55 and GPR119",lipid,14.0,Identify
6930,"GPR18, GPR55 and GPR119",lipid,30.0,Similarity
6931,"GPR18, GPR55 and GPR119",lipid,11.0,Identify
6932,Melatonin,melatonin,76.0,Similarity
6933,Melatonin,melatonin,64.0,Identify
6934,Prokineticin ,protein,95.0,Similarity
6935,Prokineticin ,protein,91.0,Identify
6936,Opsins,sensory,98.0,Similarity
6937,Opsins,sensory,94.0,Identify
6938,Opsins,sensory,63.0,Similarity
6939,Opsins,sensory,42.0,Identify
6940,Opsins,sensory,63.0,Similarity
6941,Opsins,sensory,41.0,Identify
6942,Opsins,sensory,53.0,Similarity
6943,Opsins,sensory,30.0,Identify
6944,Opsins,sensory,49.0,Similarity
6945,Opsins,sensory,24.0,Identify
6946,Opsins,sensory,48.0,Similarity
6947,Opsins,sensory,24.0,Identify
6948,Opsins,sensory,65.0,Similarity
6949,Opsins,sensory,42.0,Identify
6950,Opsins,sensory,62.0,Similarity
6951,Opsins,sensory,41.0,Identify
6952,Opsins,sensory,55.0,Similarity
6953,Opsins,sensory,31.0,Identify
6954,Opsins,sensory,49.0,Similarity
6955,Opsins,sensory,24.0,Identify
6956,Opsins,sensory,49.0,Similarity
6957,Opsins,sensory,24.0,Identify
6958,Opsins,sensory,63.0,Similarity
6959,Opsins,sensory,39.0,Identify
6960,Opsins,sensory,54.0,Similarity
6961,Opsins,sensory,31.0,Identify
6962,Opsins,sensory,49.0,Similarity
6963,Opsins,sensory,23.0,Identify
6964,Opsins,sensory,48.0,Similarity
6965,Opsins,sensory,23.0,Identify
6966,Opsins,sensory,53.0,Similarity
6967,Opsins,sensory,30.0,Identify
6968,Opsins,sensory,47.0,Similarity
6969,Opsins,sensory,20.0,Identify
6970,Opsins,sensory,46.0,Similarity
6971,Opsins,sensory,23.0,Identify
6972,Opsins,sensory,50.0,Similarity
6973,Opsins,sensory,29.0,Identify
6974,Opsins,sensory,46.0,Similarity
6975,Opsins,sensory,27.0,Identify
6976,Opsins,sensory,51.0,Similarity
6977,Opsins,sensory,30.0,Identify
6978,Cannabinoid ,lipid,69.0,Similarity
6979,Cannabinoid ,lipid,51.0,Identify
6980,Glycoprotein hormone ,protein,78.0,Similarity
6981,Glycoprotein hormone ,protein,64.0,Identify
6982,Glycoprotein hormone ,protein,77.0,Similarity
6983,Glycoprotein hormone ,protein,65.0,Identify
6984,Glycoprotein hormone ,protein,85.0,Similarity
6985,Glycoprotein hormone ,protein,69.0,Identify
6986,Chemokine ,protein,69.0,Similarity
6987,Chemokine ,protein,45.0,Identify
6988,Chemokine ,protein,65.0,Similarity
6989,Chemokine ,protein,46.0,Identify
6990,Chemokine ,protein,64.0,Similarity
6991,Chemokine ,protein,39.0,Identify
6992,Chemokine ,protein,63.0,Similarity
6993,Chemokine ,protein,42.0,Identify
6994,Chemokine ,protein,62.0,Similarity
6995,Chemokine ,protein,40.0,Identify
6996,Chemokine ,protein,62.0,Similarity
6997,Chemokine ,protein,39.0,Identify
6998,Chemokine ,protein,61.0,Similarity
6999,Chemokine ,protein,41.0,Identify
7000,Chemokine ,protein,61.0,Similarity
7001,Chemokine ,protein,40.0,Identify
7002,Chemokine ,protein,60.0,Similarity
7003,Chemokine ,protein,36.0,Identify
7004,Chemokine ,protein,59.0,Similarity
7005,Chemokine ,protein,39.0,Identify
7006,Chemokine ,protein,59.0,Similarity
7007,Chemokine ,protein,39.0,Identify
7008,Chemokine ,protein,59.0,Similarity
7009,Chemokine ,protein,35.0,Identify
7010,Chemokine ,protein,58.0,Similarity
7011,Chemokine ,protein,35.0,Identify
7012,Chemokine ,protein,57.0,Similarity
7013,Chemokine ,protein,35.0,Identify
7014,Chemokine ,protein,56.0,Similarity
7015,Chemokine ,protein,38.0,Identify
7016,Chemokine ,protein,56.0,Similarity
7017,Chemokine ,protein,37.0,Identify
7018,Chemokine ,protein,56.0,Similarity
7019,Chemokine ,protein,34.0,Identify
7020,Chemokine ,protein,56.0,Similarity
7021,Chemokine ,protein,32.0,Identify
7022,Chemokine ,protein,54.0,Similarity
7023,Chemokine ,protein,33.0,Identify
7024,Chemokine ,protein,54.0,Similarity
7025,Chemokine ,protein,28.0,Identify
7026,Chemokine ,protein,48.0,Similarity
7027,Chemokine ,protein,31.0,Identify
7028,Chemokine ,protein,32.0,Similarity
7029,Chemokine ,protein,14.0,Identify
7030,Chemokine ,protein,94.0,Similarity
7031,Chemokine ,protein,88.0,Identify
7032,Chemokine ,protein,67.0,Similarity
7033,Chemokine ,protein,46.0,Identify
7034,Chemokine ,protein,67.0,Similarity
7035,Chemokine ,protein,43.0,Identify
7036,Chemokine ,protein,65.0,Similarity
7037,Chemokine ,protein,44.0,Identify
7038,Chemokine ,protein,65.0,Similarity
7039,Chemokine ,protein,42.0,Identify
7040,Chemokine ,protein,64.0,Similarity
7041,Chemokine ,protein,39.0,Identify
7042,Chemokine ,protein,64.0,Similarity
7043,Chemokine ,protein,37.0,Identify
7044,Chemokine ,protein,63.0,Similarity
7045,Chemokine ,protein,41.0,Identify
7046,Chemokine ,protein,62.0,Similarity
7047,Chemokine ,protein,48.0,Identify
7048,Chemokine ,protein,62.0,Similarity
7049,Chemokine ,protein,38.0,Identify
7050,Chemokine ,protein,62.0,Similarity
7051,Chemokine ,protein,36.0,Identify
7052,Chemokine ,protein,61.0,Similarity
7053,Chemokine ,protein,39.0,Identify
7054,Chemokine ,protein,61.0,Similarity
7055,Chemokine ,protein,38.0,Identify
7056,Chemokine ,protein,60.0,Similarity
7057,Chemokine ,protein,41.0,Identify
7058,Chemokine ,protein,60.0,Similarity
7059,Chemokine ,protein,40.0,Identify
7060,Chemokine ,protein,60.0,Similarity
7061,Chemokine ,protein,36.0,Identify
7062,Chemokine ,protein,59.0,Similarity
7063,Chemokine ,protein,34.0,Identify
7064,Chemokine ,protein,58.0,Similarity
7065,Chemokine ,protein,41.0,Identify
7066,Chemokine ,protein,56.0,Similarity
7067,Chemokine ,protein,41.0,Identify
7068,Chemokine ,protein,54.0,Similarity
7069,Chemokine ,protein,29.0,Identify
7070,Chemokine ,protein,36.0,Similarity
7071,Chemokine ,protein,19.0,Identify
7072,Chemokine ,protein,70.0,Similarity
7073,Chemokine ,protein,50.0,Identify
7074,Chemokine ,protein,67.0,Similarity
7075,Chemokine ,protein,47.0,Identify
7076,Chemokine ,protein,67.0,Similarity
7077,Chemokine ,protein,45.0,Identify
7078,Chemokine ,protein,65.0,Similarity
