,Family,LigandType,Value,Category
1922,Class A orphans,orphan,24.0,Similarity
1923,Class A orphans,orphan,10.0,Identify
1924,Class A orphans,orphan,36.0,Similarity
1925,Class A orphans,orphan,18.0,Identify
1926,Class A orphans,orphan,35.0,Similarity
1927,Class A orphans,orphan,20.0,Identify
1928,Class A orphans,orphan,35.0,Similarity
1929,Class A orphans,orphan,15.0,Identify
1930,Class A orphans,orphan,35.0,Similarity
1931,Class A orphans,orphan,14.0,Identify
1932,Class A orphans,orphan,35.0,Similarity
1933,Class A orphans,orphan,14.0,Identify
1934,Class A orphans,orphan,34.0,Similarity
1935,Class A orphans,orphan,16.0,Identify
1936,Class A orphans,orphan,34.0,Similarity
1937,Class A orphans,orphan,12.0,Identify
1938,Class A orphans,orphan,33.0,Similarity
1939,Class A orphans,orphan,20.0,Identify
1940,Class A orphans,orphan,33.0,Similarity
1941,Class A orphans,orphan,15.0,Identify
1942,Class A orphans,orphan,33.0,Similarity
1943,Class A orphans,orphan,15.0,Identify
1944,Class A orphans,orphan,33.0,Similarity
1945,Class A orphans,orphan,15.0,Identify
1946,Class A orphans,orphan,33.0,Similarity
1947,Class A orphans,orphan,15.0,Identify
1948,Class A orphans,orphan,33.0,Similarity
1949,Class A orphans,orphan,15.0,Identify
1950,Class A orphans,orphan,33.0,Similarity
1951,Class A orphans,orphan,13.0,Identify
1952,Class A orphans,orphan,32.0,Similarity
1953,Class A orphans,orphan,18.0,Identify
1954,Class A orphans,orphan,32.0,Similarity
1955,Class A orphans,orphan,18.0,Identify
1956,Class A orphans,orphan,32.0,Similarity
1957,Class A orphans,orphan,17.0,Identify
1958,Class A orphans,orphan,32.0,Similarity
1959,Class A orphans,orphan,17.0,Identify
1960,Class A orphans,orphan,32.0,Similarity
1961,Class A orphans,orphan,17.0,Identify
1962,Class A orphans,orphan,32.0,Similarity
1963,Class A orphans,orphan,16.0,Identify
1964,Class A orphans,orphan,32.0,Similarity
1965,Class A orphans,orphan,14.0,Identify
1966,Class A orphans,orphan,32.0,Similarity
1967,Class A orphans,orphan,14.0,Identify
1968,Class A orphans,orphan,32.0,Similarity
1969,Class A orphans,orphan,13.0,Identify
1970,Class A orphans,orphan,32.0,Similarity
1971,Class A orphans,orphan,13.0,Identify
1972,Class A orphans,orphan,32.0,Similarity
1973,Class A orphans,orphan,12.0,Identify
1974,Class A orphans,orphan,31.0,Similarity
1975,Class A orphans,orphan,17.0,Identify
1976,Class A orphans,orphan,31.0,Similarity
1977,Class A orphans,orphan,17.0,Identify
1978,Class A orphans,orphan,31.0,Similarity
1979,Class A orphans,orphan,16.0,Identify
1980,Class A orphans,orphan,31.0,Similarity
1981,Class A orphans,orphan,16.0,Identify
1982,Class A orphans,orphan,31.0,Similarity
1983,Class A orphans,orphan,16.0,Identify
1984,Class A orphans,orphan,31.0,Similarity
1985,Class A orphans,orphan,15.0,Identify
1986,Class A orphans,orphan,31.0,Similarity
1987,Class A orphans,orphan,14.0,Identify
1988,Class A orphans,orphan,31.0,Similarity
1989,Class A orphans,orphan,12.0,Identify
1990,Class A orphans,orphan,31.0,Similarity
1991,Class A orphans,orphan,11.0,Identify
1992,Class A orphans,orphan,31.0,Similarity
1993,Class A orphans,orphan,11.0,Identify
1994,Class A orphans,orphan,30.0,Similarity
1995,Class A orphans,orphan,16.0,Identify
1996,Class A orphans,orphan,30.0,Similarity
1997,Class A orphans,orphan,15.0,Identify
1998,Class A orphans,orphan,30.0,Similarity
1999,Class A orphans,orphan,15.0,Identify
2000,Class A orphans,orphan,30.0,Similarity
2001,Class A orphans,orphan,15.0,Identify
2002,Class A orphans,orphan,30.0,Similarity
2003,Class A orphans,orphan,15.0,Identify
2004,Class A orphans,orphan,30.0,Similarity
2005,Class A orphans,orphan,15.0,Identify
2006,Class A orphans,orphan,30.0,Similarity
2007,Class A orphans,orphan,14.0,Identify
2008,Class A orphans,orphan,30.0,Similarity
2009,Class A orphans,orphan,14.0,Identify
2010,Class A orphans,orphan,30.0,Similarity
2011,Class A orphans,orphan,12.0,Identify
2012,Class A orphans,orphan,30.0,Similarity
2013,Class A orphans,orphan,12.0,Identify
2014,Class A orphans,orphan,30.0,Similarity
2015,Class A orphans,orphan,12.0,Identify
2016,Class A orphans,orphan,30.0,Similarity
2017,Class A orphans,orphan,11.0,Identify
2018,Class A orphans,orphan,30.0,Similarity
2019,Class A orphans,orphan,11.0,Identify
2020,Class A orphans,orphan,30.0,Similarity
2021,Class A orphans,orphan,10.0,Identify
2022,Class A orphans,orphan,29.0,Similarity
2023,Class A orphans,orphan,16.0,Identify
2024,Class A orphans,orphan,29.0,Similarity
2025,Class A orphans,orphan,15.0,Identify
2026,Class A orphans,orphan,29.0,Similarity
2027,Class A orphans,orphan,14.0,Identify
2028,Class A orphans,orphan,29.0,Similarity
2029,Class A orphans,orphan,12.0,Identify
2030,Class A orphans,orphan,28.0,Similarity
2031,Class A orphans,orphan,13.0,Identify
2032,Class A orphans,orphan,28.0,Similarity
2033,Class A orphans,orphan,13.0,Identify
2034,Class A orphans,orphan,28.0,Similarity
2035,Class A orphans,orphan,13.0,Identify
2036,Class A orphans,orphan,28.0,Similarity
2037,Class A orphans,orphan,13.0,Identify
2038,Class A orphans,orphan,27.0,Similarity
2039,Class A orphans,orphan,16.0,Identify
2040,Class A orphans,orphan,27.0,Similarity
2041,Class A orphans,orphan,14.0,Identify
2042,Class A orphans,orphan,27.0,Similarity
2043,Class A orphans,orphan,12.0,Identify
2044,Class A orphans,orphan,27.0,Similarity
2045,Class A orphans,orphan,12.0,Identify
2046,Class A orphans,orphan,27.0,Similarity
2047,Class A orphans,orphan,10.0,Identify
2048,Class A orphans,orphan,26.0,Similarity
2049,Class A orphans,orphan,14.0,Identify
2050,Class A orphans,orphan,25.0,Similarity
2051,Class A orphans,orphan,11.0,Identify
2052,Class A orphans,orphan,25.0,Similarity
2053,Class A orphans,orphan,7.0,Identify
2054,Class A orphans,orphan,23.0,Similarity
2055,Class A orphans,orphan,10.0,Identify
2056,Class A orphans,orphan,22.0,Similarity
2057,Class A orphans,orphan,13.0,Identify
2058,Class A orphans,orphan,82.0,Similarity
2059,Class A orphans,orphan,64.0,Identify
2060,Class A orphans,orphan,39.0,Similarity
2061,Class A orphans,orphan,18.0,Identify
2062,Class A orphans,orphan,38.0,Similarity
2063,Class A orphans,orphan,23.0,Identify
2064,Class A orphans,orphan,37.0,Similarity
2065,Class A orphans,orphan,18.0,Identify
2066,Class A orphans,orphan,37.0,Similarity
2067,Class A orphans,orphan,17.0,Identify
2068,Class A orphans,orphan,37.0,Similarity
2069,Class A orphans,orphan,16.0,Identify
2070,Class A orphans,orphan,36.0,Similarity
2071,Class A orphans,orphan,20.0,Identify
2072,Class A orphans,orphan,36.0,Similarity
2073,Class A orphans,orphan,19.0,Identify
2074,Class A orphans,orphan,36.0,Similarity
2075,Class A orphans,orphan,19.0,Identify
2076,Class A orphans,orphan,36.0,Similarity
2077,Class A orphans,orphan,19.0,Identify
2078,Class A orphans,orphan,36.0,Similarity
2079,Class A orphans,orphan,15.0,Identify
2080,Class A orphans,orphan,36.0,Similarity
2081,Class A orphans,orphan,13.0,Identify
2082,Class A orphans,orphan,35.0,Similarity
2083,Class A orphans,orphan,17.0,Identify
2084,Class A orphans,orphan,35.0,Similarity
2085,Class A orphans,orphan,17.0,Identify
2086,Class A orphans,orphan,35.0,Similarity
2087,Class A orphans,orphan,16.0,Identify
2088,Class A orphans,orphan,35.0,Similarity
2089,Class A orphans,orphan,15.0,Identify
2090,Class A orphans,orphan,35.0,Similarity
2091,Class A orphans,orphan,14.0,Identify
2092,Class A orphans,orphan,35.0,Similarity
2093,Class A orphans,orphan,13.0,Identify
2094,Class A orphans,orphan,34.0,Similarity
2095,Class A orphans,orphan,18.0,Identify
2096,Class A orphans,orphan,34.0,Similarity
2097,Class A orphans,orphan,18.0,Identify
2098,Class A orphans,orphan,34.0,Similarity
2099,Class A orphans,orphan,17.0,Identify
2100,Class A orphans,orphan,34.0,Similarity
2101,Class A orphans,orphan,17.0,Identify
2102,Class A orphans,orphan,34.0,Similarity
2103,Class A orphans,orphan,16.0,Identify
2104,Class A orphans,orphan,34.0,Similarity
2105,Class A orphans,orphan,15.0,Identify
2106,Class A orphans,orphan,33.0,Similarity
2107,Class A orphans,orphan,19.0,Identify
2108,Class A orphans,orphan,33.0,Similarity
2109,Class A orphans,orphan,18.0,Identify
2110,Class A orphans,orphan,33.0,Similarity
2111,Class A orphans,orphan,17.0,Identify
2112,Class A orphans,orphan,33.0,Similarity
2113,Class A orphans,orphan,15.0,Identify
2114,Class A orphans,orphan,33.0,Similarity
2115,Class A orphans,orphan,15.0,Identify
2116,Class A orphans,orphan,33.0,Similarity
2117,Class A orphans,orphan,14.0,Identify
2118,Class A orphans,orphan,32.0,Similarity
2119,Class A orphans,orphan,17.0,Identify
2120,Class A orphans,orphan,32.0,Similarity
2121,Class A orphans,orphan,16.0,Identify
2122,Class A orphans,orphan,32.0,Similarity
2123,Class A orphans,orphan,16.0,Identify
2124,Class A orphans,orphan,32.0,Similarity
2125,Class A orphans,orphan,16.0,Identify
2126,Class A orphans,orphan,32.0,Similarity
2127,Class A orphans,orphan,15.0,Identify
2128,Class A orphans,orphan,32.0,Similarity
2129,Class A orphans,orphan,15.0,Identify
2130,Class A orphans,orphan,32.0,Similarity
2131,Class A orphans,orphan,14.0,Identify
2132,Class A orphans,orphan,32.0,Similarity
2133,Class A orphans,orphan,13.0,Identify
2134,Class A orphans,orphan,32.0,Similarity
2135,Class A orphans,orphan,12.0,Identify
2136,Class A orphans,orphan,31.0,Similarity
2137,Class A orphans,orphan,18.0,Identify
2138,Class A orphans,orphan,31.0,Similarity
2139,Class A orphans,orphan,17.0,Identify
2140,Class A orphans,orphan,31.0,Similarity
2141,Class A orphans,orphan,15.0,Identify
2142,Class A orphans,orphan,31.0,Similarity
2143,Class A orphans,orphan,15.0,Identify
2144,Class A orphans,orphan,31.0,Similarity
2145,Class A orphans,orphan,14.0,Identify
2146,Class A orphans,orphan,31.0,Similarity
2147,Class A orphans,orphan,13.0,Identify
2148,Class A orphans,orphan,31.0,Similarity
2149,Class A orphans,orphan,12.0,Identify
2150,Class A orphans,orphan,30.0,Similarity
2151,Class A orphans,orphan,16.0,Identify
2152,Class A orphans,orphan,30.0,Similarity
2153,Class A orphans,orphan,15.0,Identify
2154,Class A orphans,orphan,30.0,Similarity
2155,Class A orphans,orphan,15.0,Identify
2156,Class A orphans,orphan,30.0,Similarity
2157,Class A orphans,orphan,14.0,Identify
2158,Class A orphans,orphan,30.0,Similarity
2159,Class A orphans,orphan,12.0,Identify
2160,Class A orphans,orphan,30.0,Similarity
2161,Class A orphans,orphan,11.0,Identify
2162,Class A orphans,orphan,29.0,Similarity
2163,Class A orphans,orphan,15.0,Identify
2164,Class A orphans,orphan,29.0,Similarity
2165,Class A orphans,orphan,15.0,Identify
2166,Class A orphans,orphan,29.0,Similarity
2167,Class A orphans,orphan,14.0,Identify
2168,Class A orphans,orphan,29.0,Similarity
2169,Class A orphans,orphan,12.0,Identify
2170,Class A orphans,orphan,29.0,Similarity
2171,Class A orphans,orphan,10.0,Identify
2172,Class A orphans,orphan,28.0,Similarity
2173,Class A orphans,orphan,12.0,Identify
2174,Class A orphans,orphan,28.0,Similarity
2175,Class A orphans,orphan,11.0,Identify
2176,Class A orphans,orphan,27.0,Similarity
2177,Class A orphans,orphan,14.0,Identify
2178,Class A orphans,orphan,27.0,Similarity
2179,Class A orphans,orphan,11.0,Identify
2180,Class A orphans,orphan,26.0,Similarity
2181,Class A orphans,orphan,12.0,Identify
2182,Class A orphans,orphan,26.0,Similarity
2183,Class A orphans,orphan,11.0,Identify
2184,Class A orphans,orphan,26.0,Similarity
2185,Class A orphans,orphan,11.0,Identify
2186,Class A orphans,orphan,23.0,Similarity
2187,Class A orphans,orphan,13.0,Identify
2188,Class A orphans,orphan,22.0,Similarity
2189,Class A orphans,orphan,9.0,Identify
2190,Class A orphans,orphan,41.0,Similarity
2191,Class A orphans,orphan,16.0,Identify
2192,Class A orphans,orphan,38.0,Similarity
2193,Class A orphans,orphan,18.0,Identify
2194,Class A orphans,orphan,38.0,Similarity
2195,Class A orphans,orphan,16.0,Identify
2196,Class A orphans,orphan,37.0,Similarity
2197,Class A orphans,orphan,16.0,Identify
2198,Class A orphans,orphan,36.0,Similarity
2199,Class A orphans,orphan,20.0,Identify
2200,Class A orphans,orphan,36.0,Similarity
2201,Class A orphans,orphan,19.0,Identify
2202,Class A orphans,orphan,36.0,Similarity
2203,Class A orphans,orphan,17.0,Identify
2204,Class A orphans,orphan,35.0,Similarity
2205,Class A orphans,orphan,17.0,Identify
2206,Class A orphans,orphan,35.0,Similarity
2207,Class A orphans,orphan,17.0,Identify
2208,Class A orphans,orphan,35.0,Similarity
2209,Class A orphans,orphan,16.0,Identify
2210,Class A orphans,orphan,35.0,Similarity
2211,Class A orphans,orphan,13.0,Identify
2212,Class A orphans,orphan,34.0,Similarity
2213,Class A orphans,orphan,19.0,Identify
2214,Class A orphans,orphan,34.0,Similarity
2215,Class A orphans,orphan,17.0,Identify
2216,Class A orphans,orphan,33.0,Similarity
2217,Class A orphans,orphan,17.0,Identify
2218,Class A orphans,orphan,33.0,Similarity
2219,Class A orphans,orphan,17.0,Identify
2220,Class A orphans,orphan,33.0,Similarity
2221,Class A orphans,orphan,16.0,Identify
2222,Class A orphans,orphan,33.0,Similarity
2223,Class A orphans,orphan,16.0,Identify
2224,Class A orphans,orphan,33.0,Similarity
2225,Class A orphans,orphan,16.0,Identify
2226,Class A orphans,orphan,33.0,Similarity
2227,Class A orphans,orphan,15.0,Identify
2228,Class A orphans,orphan,33.0,Similarity
2229,Class A orphans,orphan,15.0,Identify
2230,Class A orphans,orphan,33.0,Similarity
2231,Class A orphans,orphan,14.0,Identify
2232,Class A orphans,orphan,33.0,Similarity
2233,Class A orphans,orphan,13.0,Identify
2234,Class A orphans,orphan,32.0,Similarity
2235,Class A orphans,orphan,19.0,Identify
2236,Class A orphans,orphan,32.0,Similarity
2237,Class A orphans,orphan,18.0,Identify
2238,Class A orphans,orphan,32.0,Similarity
2239,Class A orphans,orphan,17.0,Identify
2240,Class A orphans,orphan,32.0,Similarity
2241,Class A orphans,orphan,17.0,Identify
2242,Class A orphans,orphan,32.0,Similarity
2243,Class A orphans,orphan,15.0,Identify
2244,Class A orphans,orphan,32.0,Similarity
2245,Class A orphans,orphan,15.0,Identify
2246,Class A orphans,orphan,32.0,Similarity
2247,Class A orphans,orphan,14.0,Identify
2248,Class A orphans,orphan,32.0,Similarity
2249,Class A orphans,orphan,14.0,Identify
2250,Class A orphans,orphan,32.0,Similarity
2251,Class A orphans,orphan,14.0,Identify
2252,Class A orphans,orphan,31.0,Similarity
2253,Class A orphans,orphan,17.0,Identify
2254,Class A orphans,orphan,31.0,Similarity
2255,Class A orphans,orphan,17.0,Identify
2256,Class A orphans,orphan,31.0,Similarity
2257,Class A orphans,orphan,16.0,Identify
2258,Class A orphans,orphan,31.0,Similarity
2259,Class A orphans,orphan,16.0,Identify
2260,Class A orphans,orphan,31.0,Similarity
2261,Class A orphans,orphan,16.0,Identify
2262,Class A orphans,orphan,31.0,Similarity
2263,Class A orphans,orphan,15.0,Identify
2264,Class A orphans,orphan,31.0,Similarity
2265,Class A orphans,orphan,14.0,Identify
2266,Class A orphans,orphan,31.0,Similarity
2267,Class A orphans,orphan,14.0,Identify
2268,Class A orphans,orphan,31.0,Similarity
2269,Class A orphans,orphan,13.0,Identify
2270,Class A orphans,orphan,31.0,Similarity
2271,Class A orphans,orphan,13.0,Identify
2272,Class A orphans,orphan,31.0,Similarity
2273,Class A orphans,orphan,13.0,Identify
2274,Class A orphans,orphan,31.0,Similarity
2275,Class A orphans,orphan,13.0,Identify
2276,Class A orphans,orphan,31.0,Similarity
2277,Class A orphans,orphan,12.0,Identify
2278,Class A orphans,orphan,30.0,Similarity
2279,Class A orphans,orphan,15.0,Identify
2280,Class A orphans,orphan,30.0,Similarity
2281,Class A orphans,orphan,15.0,Identify
2282,Class A orphans,orphan,30.0,Similarity
2283,Class A orphans,orphan,14.0,Identify
2284,Class A orphans,orphan,30.0,Similarity
2285,Class A orphans,orphan,12.0,Identify
2286,Class A orphans,orphan,30.0,Similarity
2287,Class A orphans,orphan,12.0,Identify
2288,Class A orphans,orphan,30.0,Similarity
2289,Class A orphans,orphan,11.0,Identify
2290,Class A orphans,orphan,29.0,Similarity
2291,Class A orphans,orphan,17.0,Identify
2292,Class A orphans,orphan,29.0,Similarity
2293,Class A orphans,orphan,12.0,Identify
2294,Class A orphans,orphan,29.0,Similarity
2295,Class A orphans,orphan,12.0,Identify
2296,Class A orphans,orphan,29.0,Similarity
2297,Class A orphans,orphan,8.0,Identify
2298,Class A orphans,orphan,28.0,Similarity
2299,Class A orphans,orphan,12.0,Identify
2300,Class A orphans,orphan,28.0,Similarity
2301,Class A orphans,orphan,12.0,Identify
2302,Class A orphans,orphan,27.0,Similarity
2303,Class A orphans,orphan,13.0,Identify
2304,Class A orphans,orphan,27.0,Similarity
2305,Class A orphans,orphan,10.0,Identify
2306,Class A orphans,orphan,27.0,Similarity
2307,Class A orphans,orphan,9.0,Identify
2308,Class A orphans,orphan,26.0,Similarity
2309,Class A orphans,orphan,13.0,Identify
2310,Class A orphans,orphan,26.0,Similarity
2311,Class A orphans,orphan,10.0,Identify
2312,Class A orphans,orphan,26.0,Similarity
2313,Class A orphans,orphan,9.0,Identify
2314,Class A orphans,orphan,25.0,Similarity
2315,Class A orphans,orphan,11.0,Identify
2316,Class A orphans,orphan,25.0,Similarity
2317,Class A orphans,orphan,8.0,Identify
2318,Class A orphans,orphan,24.0,Similarity
2319,Class A orphans,orphan,10.0,Identify
2320,Class A orphans,orphan,76.0,Similarity
2321,Class A orphans,orphan,56.0,Identify
2322,Class A orphans,orphan,48.0,Similarity
2323,Class A orphans,orphan,27.0,Identify
2324,Class A orphans,orphan,48.0,Similarity
2325,Class A orphans,orphan,22.0,Identify
2326,Class A orphans,orphan,47.0,Similarity
2327,Class A orphans,orphan,27.0,Identify
2328,Class A orphans,orphan,46.0,Similarity
2329,Class A orphans,orphan,25.0,Identify
2330,Class A orphans,orphan,45.0,Similarity
2331,Class A orphans,orphan,26.0,Identify
2332,Class A orphans,orphan,44.0,Similarity
2333,Class A orphans,orphan,26.0,Identify
2334,Class A orphans,orphan,43.0,Similarity
2335,Class A orphans,orphan,21.0,Identify
2336,Class A orphans,orphan,43.0,Similarity
2337,Class A orphans,orphan,19.0,Identify
2338,Class A orphans,orphan,42.0,Similarity
2339,Class A orphans,orphan,26.0,Identify
2340,Class A orphans,orphan,42.0,Similarity
2341,Class A orphans,orphan,25.0,Identify
2342,Class A orphans,orphan,42.0,Similarity
2343,Class A orphans,orphan,25.0,Identify
2344,Class A orphans,orphan,42.0,Similarity
2345,Class A orphans,orphan,24.0,Identify
2346,Class A orphans,orphan,42.0,Similarity
2347,Class A orphans,orphan,18.0,Identify
2348,Class A orphans,orphan,41.0,Similarity
2349,Class A orphans,orphan,21.0,Identify
2350,Class A orphans,orphan,41.0,Similarity
2351,Class A orphans,orphan,21.0,Identify
2352,Class A orphans,orphan,41.0,Similarity
2353,Class A orphans,orphan,18.0,Identify
2354,Class A orphans,orphan,40.0,Similarity
2355,Class A orphans,orphan,21.0,Identify
2356,Class A orphans,orphan,40.0,Similarity
2357,Class A orphans,orphan,20.0,Identify
2358,Class A orphans,orphan,40.0,Similarity
2359,Class A orphans,orphan,19.0,Identify
2360,Class A orphans,orphan,40.0,Similarity
2361,Class A orphans,orphan,19.0,Identify
2362,Class A orphans,orphan,40.0,Similarity
2363,Class A orphans,orphan,18.0,Identify
2364,Class A orphans,orphan,40.0,Similarity
2365,Class A orphans,orphan,17.0,Identify
2366,Class A orphans,orphan,39.0,Similarity
2367,Class A orphans,orphan,22.0,Identify
2368,Class A orphans,orphan,39.0,Similarity
2369,Class A orphans,orphan,19.0,Identify
2370,Class A orphans,orphan,38.0,Similarity
2371,Class A orphans,orphan,22.0,Identify
2372,Class A orphans,orphan,38.0,Similarity
2373,Class A orphans,orphan,20.0,Identify
2374,Class A orphans,orphan,38.0,Similarity
2375,Class A orphans,orphan,19.0,Identify
2376,Class A orphans,orphan,38.0,Similarity
2377,Class A orphans,orphan,19.0,Identify
2378,Class A orphans,orphan,38.0,Similarity
2379,Class A orphans,orphan,18.0,Identify
2380,Class A orphans,orphan,38.0,Similarity
2381,Class A orphans,orphan,18.0,Identify
2382,Class A orphans,orphan,38.0,Similarity
2383,Class A orphans,orphan,18.0,Identify
2384,Class A orphans,orphan,37.0,Similarity
2385,Class A orphans,orphan,20.0,Identify
2386,Class A orphans,orphan,37.0,Similarity
2387,Class A orphans,orphan,19.0,Identify
2388,Class A orphans,orphan,37.0,Similarity
2389,Class A orphans,orphan,19.0,Identify
2390,Class A orphans,orphan,37.0,Similarity
2391,Class A orphans,orphan,18.0,Identify
2392,Class A orphans,orphan,37.0,Similarity
2393,Class A orphans,orphan,18.0,Identify
2394,Class A orphans,orphan,36.0,Similarity
2395,Class A orphans,orphan,19.0,Identify
2396,Class A orphans,orphan,36.0,Similarity
2397,Class A orphans,orphan,18.0,Identify
2398,Class A orphans,orphan,36.0,Similarity
2399,Class A orphans,orphan,16.0,Identify
2400,Class A orphans,orphan,35.0,Similarity
2401,Class A orphans,orphan,20.0,Identify
2402,Class A orphans,orphan,35.0,Similarity
2403,Class A orphans,orphan,19.0,Identify
2404,Class A orphans,orphan,35.0,Similarity
2405,Class A orphans,orphan,18.0,Identify
2406,Class A orphans,orphan,35.0,Similarity
2407,Class A orphans,orphan,17.0,Identify
2408,Class A orphans,orphan,34.0,Similarity
2409,Class A orphans,orphan,17.0,Identify
2410,Class A orphans,orphan,34.0,Similarity
2411,Class A orphans,orphan,17.0,Identify
2412,Class A orphans,orphan,34.0,Similarity
2413,Class A orphans,orphan,16.0,Identify
2414,Class A orphans,orphan,34.0,Similarity
2415,Class A orphans,orphan,14.0,Identify
2416,Class A orphans,orphan,33.0,Similarity
2417,Class A orphans,orphan,17.0,Identify
2418,Class A orphans,orphan,33.0,Similarity
2419,Class A orphans,orphan,17.0,Identify
2420,Class A orphans,orphan,33.0,Similarity
2421,Class A orphans,orphan,14.0,Identify
2422,Class A orphans,orphan,32.0,Similarity
2423,Class A orphans,orphan,16.0,Identify
2424,Class A orphans,orphan,32.0,Similarity
2425,Class A orphans,orphan,15.0,Identify
2426,Class A orphans,orphan,32.0,Similarity
2427,Class A orphans,orphan,13.0,Identify
2428,Class A orphans,orphan,31.0,Similarity
2429,Class A orphans,orphan,16.0,Identify
2430,Class A orphans,orphan,31.0,Similarity
2431,Class A orphans,orphan,14.0,Identify
2432,Class A orphans,orphan,31.0,Similarity
2433,Class A orphans,orphan,13.0,Identify
2434,Class A orphans,orphan,30.0,Similarity
2435,Class A orphans,orphan,15.0,Identify
2436,Class A orphans,orphan,30.0,Similarity
2437,Class A orphans,orphan,14.0,Identify
2438,Class A orphans,orphan,29.0,Similarity
2439,Class A orphans,orphan,14.0,Identify
2440,Class A orphans,orphan,29.0,Similarity
2441,Class A orphans,orphan,14.0,Identify
2442,Class A orphans,orphan,28.0,Similarity
2443,Class A orphans,orphan,15.0,Identify
2444,Class A orphans,orphan,28.0,Similarity
2445,Class A orphans,orphan,13.0,Identify
2446,Class A orphans,orphan,22.0,Similarity
2447,Class A orphans,orphan,9.0,Identify
2448,Class A orphans,orphan,33.0,Similarity
2449,Class A orphans,orphan,17.0,Identify
2450,Class A orphans,orphan,33.0,Similarity
2451,Class A orphans,orphan,13.0,Identify
2452,Class A orphans,orphan,33.0,Similarity
2453,Class A orphans,orphan,12.0,Identify
2454,Class A orphans,orphan,32.0,Similarity
2455,Class A orphans,orphan,16.0,Identify
2456,Class A orphans,orphan,32.0,Similarity
2457,Class A orphans,orphan,15.0,Identify
2458,Class A orphans,orphan,32.0,Similarity
2459,Class A orphans,orphan,14.0,Identify
2460,Class A orphans,orphan,31.0,Similarity
2461,Class A orphans,orphan,15.0,Identify
2462,Class A orphans,orphan,31.0,Similarity
2463,Class A orphans,orphan,15.0,Identify
2464,Class A orphans,orphan,31.0,Similarity
2465,Class A orphans,orphan,15.0,Identify
2466,Class A orphans,orphan,31.0,Similarity
2467,Class A orphans,orphan,12.0,Identify
2468,Class A orphans,orphan,30.0,Similarity
2469,Class A orphans,orphan,15.0,Identify
2470,Class A orphans,orphan,30.0,Similarity
2471,Class A orphans,orphan,14.0,Identify
2472,Class A orphans,orphan,30.0,Similarity
2473,Class A orphans,orphan,14.0,Identify
2474,Class A orphans,orphan,30.0,Similarity
2475,Class A orphans,orphan,13.0,Identify
2476,Class A orphans,orphan,30.0,Similarity
2477,Class A orphans,orphan,10.0,Identify
2478,Class A orphans,orphan,29.0,Similarity
2479,Class A orphans,orphan,16.0,Identify
2480,Class A orphans,orphan,29.0,Similarity
2481,Class A orphans,orphan,16.0,Identify
2482,Class A orphans,orphan,29.0,Similarity
2483,Class A orphans,orphan,14.0,Identify
2484,Class A orphans,orphan,29.0,Similarity
2485,Class A orphans,orphan,14.0,Identify
2486,Class A orphans,orphan,29.0,Similarity
2487,Class A orphans,orphan,13.0,Identify
2488,Class A orphans,orphan,29.0,Similarity
2489,Class A orphans,orphan,13.0,Identify
2490,Class A orphans,orphan,29.0,Similarity
2491,Class A orphans,orphan,12.0,Identify
2492,Class A orphans,orphan,29.0,Similarity
2493,Class A orphans,orphan,12.0,Identify
2494,Class A orphans,orphan,28.0,Similarity
2495,Class A orphans,orphan,14.0,Identify
2496,Class A orphans,orphan,28.0,Similarity
2497,Class A orphans,orphan,14.0,Identify
2498,Class A orphans,orphan,28.0,Similarity
2499,Class A orphans,orphan,13.0,Identify
2500,Class A orphans,orphan,28.0,Similarity
2501,Class A orphans,orphan,13.0,Identify
2502,Class A orphans,orphan,28.0,Similarity
2503,Class A orphans,orphan,12.0,Identify
2504,Class A orphans,orphan,28.0,Similarity
2505,Class A orphans,orphan,12.0,Identify
2506,Class A orphans,orphan,28.0,Similarity
2507,Class A orphans,orphan,12.0,Identify
2508,Class A orphans,orphan,27.0,Similarity
2509,Class A orphans,orphan,14.0,Identify
2510,Class A orphans,orphan,27.0,Similarity
2511,Class A orphans,orphan,13.0,Identify
2512,Class A orphans,orphan,27.0,Similarity
2513,Class A orphans,orphan,12.0,Identify
2514,Class A orphans,orphan,27.0,Similarity
2515,Class A orphans,orphan,12.0,Identify
2516,Class A orphans,orphan,27.0,Similarity
2517,Class A orphans,orphan,11.0,Identify
2518,Class A orphans,orphan,27.0,Similarity
2519,Class A orphans,orphan,10.0,Identify
2520,Class A orphans,orphan,26.0,Similarity
2521,Class A orphans,orphan,14.0,Identify
2522,Class A orphans,orphan,26.0,Similarity
2523,Class A orphans,orphan,13.0,Identify
2524,Class A orphans,orphan,26.0,Similarity
2525,Class A orphans,orphan,13.0,Identify
2526,Class A orphans,orphan,26.0,Similarity
2527,Class A orphans,orphan,13.0,Identify
2528,Class A orphans,orphan,26.0,Similarity
2529,Class A orphans,orphan,11.0,Identify
2530,Class A orphans,orphan,26.0,Similarity
2531,Class A orphans,orphan,11.0,Identify
2532,Class A orphans,orphan,26.0,Similarity
2533,Class A orphans,orphan,11.0,Identify
2534,Class A orphans,orphan,26.0,Similarity
2535,Class A orphans,orphan,10.0,Identify
2536,Class A orphans,orphan,26.0,Similarity
2537,Class A orphans,orphan,8.0,Identify
2538,Class A orphans,orphan,25.0,Similarity
2539,Class A orphans,orphan,12.0,Identify
2540,Class A orphans,orphan,25.0,Similarity
2541,Class A orphans,orphan,12.0,Identify
2542,Class A orphans,orphan,25.0,Similarity
