,Family,LigandType,Value,Category
567,Adhesion class orphans,orphan,26.0,Identify
568,Adhesion class orphans,orphan,45.0,Similarity
569,Adhesion class orphans,orphan,23.0,Identify
570,Adhesion class orphans,orphan,43.0,Similarity
571,Adhesion class orphans,orphan,25.0,Identify
572,Adhesion class orphans,orphan,40.0,Similarity
573,Adhesion class orphans,orphan,22.0,Identify
574,Adhesion class orphans,orphan,39.0,Similarity
575,Adhesion class orphans,orphan,18.0,Identify
576,Adhesion class orphans,orphan,38.0,Similarity
577,Adhesion class orphans,orphan,18.0,Identify
578,Adhesion class orphans,orphan,37.0,Similarity
579,Adhesion class orphans,orphan,21.0,Identify
580,Adhesion class orphans,orphan,37.0,Similarity
581,Adhesion class orphans,orphan,18.0,Identify
582,Adhesion class orphans,orphan,35.0,Similarity
583,Adhesion class orphans,orphan,20.0,Identify
584,Adhesion class orphans,orphan,34.0,Similarity
585,Adhesion class orphans,orphan,19.0,Identify
586,Adhesion class orphans,orphan,30.0,Similarity
587,Adhesion class orphans,orphan,15.0,Identify
588,Adhesion class orphans,orphan,30.0,Similarity
589,Adhesion class orphans,orphan,11.0,Identify
590,Adhesion class orphans,orphan,16.0,Similarity
591,Adhesion class orphans,orphan,4.0,Identify
592,Adhesion class orphans,orphan,15.0,Similarity
593,Adhesion class orphans,orphan,4.0,Identify
594,Adhesion class orphans,orphan,34.0,Similarity
595,Adhesion class orphans,orphan,19.0,Identify
596,Adhesion class orphans,orphan,32.0,Similarity
597,Adhesion class orphans,orphan,19.0,Identify
598,Adhesion class orphans,orphan,31.0,Similarity
599,Adhesion class orphans,orphan,18.0,Identify
600,Adhesion class orphans,orphan,31.0,Similarity
601,Adhesion class orphans,orphan,18.0,Identify
602,Adhesion class orphans,orphan,30.0,Similarity
603,Adhesion class orphans,orphan,19.0,Identify
604,Adhesion class orphans,orphan,30.0,Similarity
605,Adhesion class orphans,orphan,18.0,Identify
606,Adhesion class orphans,orphan,30.0,Similarity
607,Adhesion class orphans,orphan,17.0,Identify
608,Adhesion class orphans,orphan,30.0,Similarity
609,Adhesion class orphans,orphan,17.0,Identify
610,Adhesion class orphans,orphan,28.0,Similarity
611,Adhesion class orphans,orphan,16.0,Identify
612,Adhesion class orphans,orphan,28.0,Similarity
613,Adhesion class orphans,orphan,14.0,Identify
614,Adhesion class orphans,orphan,27.0,Similarity
615,Adhesion class orphans,orphan,17.0,Identify
616,Adhesion class orphans,orphan,27.0,Similarity
617,Adhesion class orphans,orphan,16.0,Identify
618,Adhesion class orphans,orphan,27.0,Similarity
619,Adhesion class orphans,orphan,15.0,Identify
620,Adhesion class orphans,orphan,27.0,Similarity
621,Adhesion class orphans,orphan,14.0,Identify
622,Adhesion class orphans,orphan,26.0,Similarity
623,Adhesion class orphans,orphan,14.0,Identify
624,Adhesion class orphans,orphan,25.0,Similarity
625,Adhesion class orphans,orphan,12.0,Identify
626,Adhesion class orphans,orphan,25.0,Similarity
627,Adhesion class orphans,orphan,12.0,Identify
628,Adhesion class orphans,orphan,23.0,Similarity
629,Adhesion class orphans,orphan,11.0,Identify
630,Adhesion class orphans,orphan,20.0,Similarity
631,Adhesion class orphans,orphan,9.0,Identify
632,Adhesion class orphans,orphan,16.0,Similarity
633,Adhesion class orphans,orphan,6.0,Identify
634,Adhesion class orphans,orphan,15.0,Similarity
635,Adhesion class orphans,orphan,7.0,Identify
636,Adhesion class orphans,orphan,20.0,Similarity
637,Adhesion class orphans,orphan,9.0,Identify
638,Adhesion class orphans,orphan,20.0,Similarity
639,Adhesion class orphans,orphan,8.0,Identify
640,Adhesion class orphans,orphan,18.0,Similarity
641,Adhesion class orphans,orphan,7.0,Identify
642,Adhesion class orphans,orphan,16.0,Similarity
643,Adhesion class orphans,orphan,6.0,Identify
644,Adhesion class orphans,orphan,16.0,Similarity
645,Adhesion class orphans,orphan,6.0,Identify
646,Adhesion class orphans,orphan,16.0,Similarity
647,Adhesion class orphans,orphan,6.0,Identify
648,Adhesion class orphans,orphan,15.0,Similarity
649,Adhesion class orphans,orphan,5.0,Identify
650,Adhesion class orphans,orphan,14.0,Similarity
651,Adhesion class orphans,orphan,5.0,Identify
652,Adhesion class orphans,orphan,14.0,Similarity
653,Adhesion class orphans,orphan,5.0,Identify
654,Adhesion class orphans,orphan,14.0,Similarity
655,Adhesion class orphans,orphan,3.0,Identify
656,Adhesion class orphans,orphan,13.0,Similarity
657,Adhesion class orphans,orphan,6.0,Identify
658,Adhesion class orphans,orphan,13.0,Similarity
659,Adhesion class orphans,orphan,5.0,Identify
660,Adhesion class orphans,orphan,13.0,Similarity
661,Adhesion class orphans,orphan,5.0,Identify
662,Adhesion class orphans,orphan,12.0,Similarity
663,Adhesion class orphans,orphan,6.0,Identify
664,Adhesion class orphans,orphan,12.0,Similarity
665,Adhesion class orphans,orphan,5.0,Identify
666,Adhesion class orphans,orphan,12.0,Similarity
667,Adhesion class orphans,orphan,4.0,Identify
668,Adhesion class orphans,orphan,12.0,Similarity
669,Adhesion class orphans,orphan,4.0,Identify
670,Adhesion class orphans,orphan,12.0,Similarity
671,Adhesion class orphans,orphan,4.0,Identify
672,Adhesion class orphans,orphan,12.0,Similarity
673,Adhesion class orphans,orphan,4.0,Identify
674,Adhesion class orphans,orphan,12.0,Similarity
675,Adhesion class orphans,orphan,3.0,Identify
676,Adhesion class orphans,orphan,62.0,Similarity
677,Adhesion class orphans,orphan,41.0,Identify
678,Adhesion class orphans,orphan,61.0,Similarity
679,Adhesion class orphans,orphan,42.0,Identify
680,Adhesion class orphans,orphan,58.0,Similarity
681,Adhesion class orphans,orphan,34.0,Identify
682,Adhesion class orphans,orphan,55.0,Similarity
683,Adhesion class orphans,orphan,38.0,Identify
684,Adhesion class orphans,orphan,53.0,Similarity
685,Adhesion class orphans,orphan,34.0,Identify
686,Adhesion class orphans,orphan,53.0,Similarity
687,Adhesion class orphans,orphan,33.0,Identify
688,Adhesion class orphans,orphan,47.0,Similarity
689,Adhesion class orphans,orphan,26.0,Identify
690,Adhesion class orphans,orphan,47.0,Similarity
691,Adhesion class orphans,orphan,24.0,Identify
692,Adhesion class orphans,orphan,45.0,Similarity
693,Adhesion class orphans,orphan,29.0,Identify
694,Adhesion class orphans,orphan,45.0,Similarity
695,Adhesion class orphans,orphan,24.0,Identify
696,Adhesion class orphans,orphan,44.0,Similarity
697,Adhesion class orphans,orphan,25.0,Identify
698,Adhesion class orphans,orphan,41.0,Similarity
699,Adhesion class orphans,orphan,19.0,Identify
700,Adhesion class orphans,orphan,40.0,Similarity
701,Adhesion class orphans,orphan,23.0,Identify
702,Adhesion class orphans,orphan,40.0,Similarity
703,Adhesion class orphans,orphan,18.0,Identify
704,Adhesion class orphans,orphan,38.0,Similarity
705,Adhesion class orphans,orphan,24.0,Identify
706,Adhesion class orphans,orphan,33.0,Similarity
707,Adhesion class orphans,orphan,19.0,Identify
708,Adhesion class orphans,orphan,33.0,Similarity
709,Adhesion class orphans,orphan,16.0,Identify
710,Adhesion class orphans,orphan,32.0,Similarity
711,Adhesion class orphans,orphan,20.0,Identify
712,Adhesion class orphans,orphan,17.0,Similarity
713,Adhesion class orphans,orphan,5.0,Identify
714,Adhesion class orphans,orphan,92.0,Similarity
715,Adhesion class orphans,orphan,80.0,Identify
716,Adhesion class orphans,orphan,45.0,Similarity
717,Adhesion class orphans,orphan,21.0,Identify
718,Adhesion class orphans,orphan,44.0,Similarity
719,Adhesion class orphans,orphan,21.0,Identify
720,Adhesion class orphans,orphan,43.0,Similarity
721,Adhesion class orphans,orphan,31.0,Identify
722,Adhesion class orphans,orphan,43.0,Similarity
723,Adhesion class orphans,orphan,21.0,Identify
724,Adhesion class orphans,orphan,42.0,Similarity
725,Adhesion class orphans,orphan,23.0,Identify
726,Adhesion class orphans,orphan,42.0,Similarity
727,Adhesion class orphans,orphan,22.0,Identify
728,Adhesion class orphans,orphan,41.0,Similarity
729,Adhesion class orphans,orphan,18.0,Identify
730,Adhesion class orphans,orphan,39.0,Similarity
731,Adhesion class orphans,orphan,19.0,Identify
732,Adhesion class orphans,orphan,37.0,Similarity
733,Adhesion class orphans,orphan,17.0,Identify
734,Adhesion class orphans,orphan,37.0,Similarity
735,Adhesion class orphans,orphan,16.0,Identify
736,Adhesion class orphans,orphan,36.0,Similarity
737,Adhesion class orphans,orphan,17.0,Identify
738,Adhesion class orphans,orphan,33.0,Similarity
739,Adhesion class orphans,orphan,19.0,Identify
740,Adhesion class orphans,orphan,33.0,Similarity
741,Adhesion class orphans,orphan,14.0,Identify
742,Adhesion class orphans,orphan,32.0,Similarity
743,Adhesion class orphans,orphan,13.0,Identify
744,Adhesion class orphans,orphan,30.0,Similarity
745,Adhesion class orphans,orphan,13.0,Identify
746,Adhesion class orphans,orphan,26.0,Similarity
747,Adhesion class orphans,orphan,15.0,Identify
748,Adhesion class orphans,orphan,17.0,Similarity
749,Adhesion class orphans,orphan,3.0,Identify
750,Adhesion class orphans,orphan,69.0,Similarity
751,Adhesion class orphans,orphan,55.0,Identify
752,Adhesion class orphans,orphan,49.0,Similarity
753,Adhesion class orphans,orphan,33.0,Identify
754,Adhesion class orphans,orphan,48.0,Similarity
755,Adhesion class orphans,orphan,29.0,Identify
756,Adhesion class orphans,orphan,46.0,Similarity
757,Adhesion class orphans,orphan,31.0,Identify
758,Adhesion class orphans,orphan,45.0,Similarity
759,Adhesion class orphans,orphan,23.0,Identify
760,Adhesion class orphans,orphan,42.0,Similarity
761,Adhesion class orphans,orphan,23.0,Identify
762,Adhesion class orphans,orphan,41.0,Similarity
763,Adhesion class orphans,orphan,22.0,Identify
764,Adhesion class orphans,orphan,40.0,Similarity
765,Adhesion class orphans,orphan,24.0,Identify
766,Adhesion class orphans,orphan,40.0,Similarity
767,Adhesion class orphans,orphan,22.0,Identify
768,Adhesion class orphans,orphan,39.0,Similarity
769,Adhesion class orphans,orphan,23.0,Identify
770,Adhesion class orphans,orphan,39.0,Similarity
771,Adhesion class orphans,orphan,23.0,Identify
772,Adhesion class orphans,orphan,39.0,Similarity
773,Adhesion class orphans,orphan,21.0,Identify
774,Adhesion class orphans,orphan,37.0,Similarity
775,Adhesion class orphans,orphan,23.0,Identify
776,Adhesion class orphans,orphan,36.0,Similarity
777,Adhesion class orphans,orphan,20.0,Identify
778,Adhesion class orphans,orphan,36.0,Similarity
779,Adhesion class orphans,orphan,19.0,Identify
780,Adhesion class orphans,orphan,35.0,Similarity
781,Adhesion class orphans,orphan,18.0,Identify
782,Adhesion class orphans,orphan,17.0,Similarity
783,Adhesion class orphans,orphan,6.0,Identify
784,Adhesion class orphans,orphan,79.0,Similarity
785,Adhesion class orphans,orphan,58.0,Identify
786,Adhesion class orphans,orphan,55.0,Similarity
787,Adhesion class orphans,orphan,34.0,Identify
788,Adhesion class orphans,orphan,55.0,Similarity
789,Adhesion class orphans,orphan,31.0,Identify
790,Adhesion class orphans,orphan,55.0,Similarity
791,Adhesion class orphans,orphan,30.0,Identify
792,Adhesion class orphans,orphan,48.0,Similarity
793,Adhesion class orphans,orphan,28.0,Identify
794,Adhesion class orphans,orphan,45.0,Similarity
795,Adhesion class orphans,orphan,25.0,Identify
796,Adhesion class orphans,orphan,45.0,Similarity
797,Adhesion class orphans,orphan,21.0,Identify
798,Adhesion class orphans,orphan,44.0,Similarity
799,Adhesion class orphans,orphan,21.0,Identify
800,Adhesion class orphans,orphan,43.0,Similarity
801,Adhesion class orphans,orphan,26.0,Identify
802,Adhesion class orphans,orphan,42.0,Similarity
803,Adhesion class orphans,orphan,23.0,Identify
804,Adhesion class orphans,orphan,42.0,Similarity
805,Adhesion class orphans,orphan,19.0,Identify
806,Adhesion class orphans,orphan,40.0,Similarity
807,Adhesion class orphans,orphan,21.0,Identify
808,Adhesion class orphans,orphan,39.0,Similarity
809,Adhesion class orphans,orphan,21.0,Identify
810,Adhesion class orphans,orphan,34.0,Similarity
811,Adhesion class orphans,orphan,17.0,Identify
812,Adhesion class orphans,orphan,30.0,Similarity
813,Adhesion class orphans,orphan,14.0,Identify
814,Adhesion class orphans,orphan,22.0,Similarity
815,Adhesion class orphans,orphan,9.0,Identify
816,Adhesion class orphans,orphan,21.0,Similarity
817,Adhesion class orphans,orphan,10.0,Identify
818,Adhesion class orphans,orphan,20.0,Similarity
819,Adhesion class orphans,orphan,11.0,Identify
820,Adhesion class orphans,orphan,20.0,Similarity
821,Adhesion class orphans,orphan,8.0,Identify
822,Adhesion class orphans,orphan,19.0,Similarity
823,Adhesion class orphans,orphan,10.0,Identify
824,Adhesion class orphans,orphan,19.0,Similarity
825,Adhesion class orphans,orphan,8.0,Identify
826,Adhesion class orphans,orphan,19.0,Similarity
827,Adhesion class orphans,orphan,7.0,Identify
828,Adhesion class orphans,orphan,19.0,Similarity
829,Adhesion class orphans,orphan,5.0,Identify
830,Adhesion class orphans,orphan,18.0,Similarity
831,Adhesion class orphans,orphan,9.0,Identify
832,Adhesion class orphans,orphan,18.0,Similarity
833,Adhesion class orphans,orphan,7.0,Identify
834,Adhesion class orphans,orphan,18.0,Similarity
835,Adhesion class orphans,orphan,5.0,Identify
836,Adhesion class orphans,orphan,17.0,Similarity
837,Adhesion class orphans,orphan,7.0,Identify
838,Adhesion class orphans,orphan,17.0,Similarity
839,Adhesion class orphans,orphan,6.0,Identify
840,Adhesion class orphans,orphan,17.0,Similarity
841,Adhesion class orphans,orphan,3.0,Identify
842,Adhesion class orphans,orphan,16.0,Similarity
843,Adhesion class orphans,orphan,8.0,Identify
844,Adhesion class orphans,orphan,16.0,Similarity
845,Adhesion class orphans,orphan,6.0,Identify
846,Adhesion class orphans,orphan,50.0,Similarity
847,Adhesion class orphans,orphan,33.0,Identify
848,Adhesion class orphans,orphan,48.0,Similarity
849,Adhesion class orphans,orphan,33.0,Identify
850,Adhesion class orphans,orphan,48.0,Similarity
851,Adhesion class orphans,orphan,32.0,Identify
852,Adhesion class orphans,orphan,45.0,Similarity
853,Adhesion class orphans,orphan,26.0,Identify
854,Adhesion class orphans,orphan,42.0,Similarity
855,Adhesion class orphans,orphan,24.0,Identify
856,Adhesion class orphans,orphan,42.0,Similarity
857,Adhesion class orphans,orphan,23.0,Identify
858,Adhesion class orphans,orphan,41.0,Similarity
859,Adhesion class orphans,orphan,21.0,Identify
860,Adhesion class orphans,orphan,40.0,Similarity
861,Adhesion class orphans,orphan,27.0,Identify
862,Adhesion class orphans,orphan,39.0,Similarity
863,Adhesion class orphans,orphan,23.0,Identify
864,Adhesion class orphans,orphan,39.0,Similarity
865,Adhesion class orphans,orphan,20.0,Identify
866,Adhesion class orphans,orphan,38.0,Similarity
867,Adhesion class orphans,orphan,22.0,Identify
868,Adhesion class orphans,orphan,34.0,Similarity
869,Adhesion class orphans,orphan,19.0,Identify
870,Adhesion class orphans,orphan,33.0,Similarity
871,Adhesion class orphans,orphan,21.0,Identify
872,Adhesion class orphans,orphan,25.0,Similarity
873,Adhesion class orphans,orphan,12.0,Identify
874,Adhesion class orphans,orphan,48.0,Similarity
875,Adhesion class orphans,orphan,28.0,Identify
876,Adhesion class orphans,orphan,48.0,Similarity
877,Adhesion class orphans,orphan,26.0,Identify
878,Adhesion class orphans,orphan,45.0,Similarity
879,Adhesion class orphans,orphan,26.0,Identify
880,Adhesion class orphans,orphan,44.0,Similarity
881,Adhesion class orphans,orphan,24.0,Identify
882,Adhesion class orphans,orphan,41.0,Similarity
883,Adhesion class orphans,orphan,27.0,Identify
884,Adhesion class orphans,orphan,38.0,Similarity
885,Adhesion class orphans,orphan,21.0,Identify
886,Adhesion class orphans,orphan,38.0,Similarity
887,Adhesion class orphans,orphan,19.0,Identify
888,Adhesion class orphans,orphan,38.0,Similarity
889,Adhesion class orphans,orphan,18.0,Identify
890,Adhesion class orphans,orphan,37.0,Similarity
891,Adhesion class orphans,orphan,20.0,Identify
892,Adhesion class orphans,orphan,37.0,Similarity
893,Adhesion class orphans,orphan,20.0,Identify
894,Adhesion class orphans,orphan,35.0,Similarity
895,Adhesion class orphans,orphan,20.0,Identify
896,Adhesion class orphans,orphan,35.0,Similarity
897,Adhesion class orphans,orphan,20.0,Identify
898,Adhesion class orphans,orphan,29.0,Similarity
899,Adhesion class orphans,orphan,13.0,Identify
900,Adhesion class orphans,orphan,41.0,Similarity
901,Adhesion class orphans,orphan,20.0,Identify
902,Adhesion class orphans,orphan,39.0,Similarity
903,Adhesion class orphans,orphan,19.0,Identify
904,Adhesion class orphans,orphan,38.0,Similarity
905,Adhesion class orphans,orphan,23.0,Identify
906,Adhesion class orphans,orphan,38.0,Similarity
907,Adhesion class orphans,orphan,23.0,Identify
908,Adhesion class orphans,orphan,38.0,Similarity
909,Adhesion class orphans,orphan,19.0,Identify
910,Adhesion class orphans,orphan,36.0,Similarity
911,Adhesion class orphans,orphan,18.0,Identify
912,Adhesion class orphans,orphan,35.0,Similarity
913,Adhesion class orphans,orphan,20.0,Identify
914,Adhesion class orphans,orphan,33.0,Similarity
915,Adhesion class orphans,orphan,19.0,Identify
916,Adhesion class orphans,orphan,33.0,Similarity
917,Adhesion class orphans,orphan,16.0,Identify
918,Adhesion class orphans,orphan,31.0,Similarity
919,Adhesion class orphans,orphan,18.0,Identify
920,Adhesion class orphans,orphan,30.0,Similarity
921,Adhesion class orphans,orphan,15.0,Identify
922,Adhesion class orphans,orphan,29.0,Similarity
923,Adhesion class orphans,orphan,14.0,Identify
924,Adhesion class orphans,orphan,55.0,Similarity
925,Adhesion class orphans,orphan,37.0,Identify
926,Adhesion class orphans,orphan,51.0,Similarity
927,Adhesion class orphans,orphan,39.0,Identify
928,Adhesion class orphans,orphan,46.0,Similarity
929,Adhesion class orphans,orphan,25.0,Identify
930,Adhesion class orphans,orphan,41.0,Similarity
931,Adhesion class orphans,orphan,21.0,Identify
932,Adhesion class orphans,orphan,39.0,Similarity
933,Adhesion class orphans,orphan,19.0,Identify
934,Adhesion class orphans,orphan,39.0,Similarity
935,Adhesion class orphans,orphan,18.0,Identify
936,Adhesion class orphans,orphan,38.0,Similarity
937,Adhesion class orphans,orphan,19.0,Identify
938,Adhesion class orphans,orphan,38.0,Similarity
939,Adhesion class orphans,orphan,17.0,Identify
940,Adhesion class orphans,orphan,36.0,Similarity
941,Adhesion class orphans,orphan,18.0,Identify
942,Adhesion class orphans,orphan,36.0,Similarity
943,Adhesion class orphans,orphan,16.0,Identify
944,Adhesion class orphans,orphan,35.0,Similarity
945,Adhesion class orphans,orphan,18.0,Identify
946,Adhesion class orphans,orphan,39.0,Similarity
947,Adhesion class orphans,orphan,24.0,Identify
948,Adhesion class orphans,orphan,37.0,Similarity
949,Adhesion class orphans,orphan,23.0,Identify
950,Adhesion class orphans,orphan,37.0,Similarity
951,Adhesion class orphans,orphan,20.0,Identify
952,Adhesion class orphans,orphan,36.0,Similarity
953,Adhesion class orphans,orphan,23.0,Identify
954,Adhesion class orphans,orphan,36.0,Similarity
955,Adhesion class orphans,orphan,21.0,Identify
956,Adhesion class orphans,orphan,34.0,Similarity
957,Adhesion class orphans,orphan,20.0,Identify
958,Adhesion class orphans,orphan,34.0,Similarity
959,Adhesion class orphans,orphan,19.0,Identify
960,Adhesion class orphans,orphan,31.0,Similarity
961,Adhesion class orphans,orphan,14.0,Identify
962,Adhesion class orphans,orphan,28.0,Similarity
963,Adhesion class orphans,orphan,15.0,Identify
964,Adhesion class orphans,orphan,27.0,Similarity
965,Adhesion class orphans,orphan,13.0,Identify
966,Adhesion class orphans,orphan,39.0,Similarity
967,Adhesion class orphans,orphan,23.0,Identify
968,Adhesion class orphans,orphan,38.0,Similarity
969,Adhesion class orphans,orphan,20.0,Identify
970,Adhesion class orphans,orphan,38.0,Similarity
971,Adhesion class orphans,orphan,19.0,Identify
972,Adhesion class orphans,orphan,35.0,Similarity
973,Adhesion class orphans,orphan,16.0,Identify
974,Adhesion class orphans,orphan,32.0,Similarity
975,Adhesion class orphans,orphan,17.0,Identify
976,Adhesion class orphans,orphan,32.0,Similarity
977,Adhesion class orphans,orphan,16.0,Identify
978,Adhesion class orphans,orphan,31.0,Similarity
979,Adhesion class orphans,orphan,16.0,Identify
980,Adhesion class orphans,orphan,31.0,Similarity
981,Adhesion class orphans,orphan,15.0,Identify
982,Adhesion class orphans,orphan,23.0,Similarity
983,Adhesion class orphans,orphan,10.0,Identify
984,Adhesion class orphans,orphan,45.0,Similarity
985,Adhesion class orphans,orphan,28.0,Identify
986,Adhesion class orphans,orphan,44.0,Similarity
987,Adhesion class orphans,orphan,26.0,Identify
988,Adhesion class orphans,orphan,43.0,Similarity
989,Adhesion class orphans,orphan,27.0,Identify
990,Adhesion class orphans,orphan,42.0,Similarity
991,Adhesion class orphans,orphan,21.0,Identify
992,Adhesion class orphans,orphan,37.0,Similarity
993,Adhesion class orphans,orphan,23.0,Identify
994,Adhesion class orphans,orphan,35.0,Similarity
995,Adhesion class orphans,orphan,17.0,Identify
996,Adhesion class orphans,orphan,34.0,Similarity
997,Adhesion class orphans,orphan,16.0,Identify
998,Adhesion class orphans,orphan,30.0,Similarity
999,Adhesion class orphans,orphan,11.0,Identify
1000,Adhesion class orphans,orphan,42.0,Similarity
1001,Adhesion class orphans,orphan,27.0,Identify
1002,Adhesion class orphans,orphan,42.0,Similarity
1003,Adhesion class orphans,orphan,23.0,Identify
1004,Adhesion class orphans,orphan,40.0,Similarity
1005,Adhesion class orphans,orphan,19.0,Identify
1006,Adhesion class orphans,orphan,37.0,Similarity
1007,Adhesion class orphans,orphan,18.0,Identify
1008,Adhesion class orphans,orphan,36.0,Similarity
1009,Adhesion class orphans,orphan,18.0,Identify
1010,Adhesion class orphans,orphan,28.0,Similarity
1011,Adhesion class orphans,orphan,13.0,Identify
1012,Adhesion class orphans,orphan,26.0,Similarity
1013,Adhesion class orphans,orphan,14.0,Identify
1014,Adhesion class orphans,orphan,94.0,Similarity
1015,Adhesion class orphans,orphan,89.0,Identify
1016,Adhesion class orphans,orphan,73.0,Similarity
1017,Adhesion class orphans,orphan,57.0,Identify
1018,Adhesion class orphans,orphan,54.0,Similarity
1019,Adhesion class orphans,orphan,40.0,Identify
1020,Adhesion class orphans,orphan,51.0,Similarity
1021,Adhesion class orphans,orphan,37.0,Identify
1022,Adhesion class orphans,orphan,39.0,Similarity
1023,Adhesion class orphans,orphan,17.0,Identify
1024,Adhesion class orphans,orphan,29.0,Similarity
1025,Adhesion class orphans,orphan,16.0,Identify
1026,Adhesion class orphans,orphan,74.0,Similarity
1027,Adhesion class orphans,orphan,60.0,Identify
1028,Adhesion class orphans,orphan,54.0,Similarity
1029,Adhesion class orphans,orphan,41.0,Identify
1030,Adhesion class orphans,orphan,52.0,Similarity
1031,Adhesion class orphans,orphan,40.0,Identify
1032,Adhesion class orphans,orphan,39.0,Similarity
1033,Adhesion class orphans,orphan,19.0,Identify
1034,Adhesion class orphans,orphan,29.0,Similarity
1035,Adhesion class orphans,orphan,15.0,Identify
1036,Adhesion class orphans,orphan,49.0,Similarity
1037,Adhesion class orphans,orphan,36.0,Identify
1038,Adhesion class orphans,orphan,45.0,Similarity
1039,Adhesion class orphans,orphan,31.0,Identify
1040,Adhesion class orphans,orphan,28.0,Similarity
1041,Adhesion class orphans,orphan,14.0,Identify
1042,Adhesion class orphans,orphan,25.0,Similarity
1043,Adhesion class orphans,orphan,11.0,Identify
1044,Adhesion class orphans,orphan,35.0,Similarity
1045,Adhesion class orphans,orphan,21.0,Identify
1046,Adhesion class orphans,orphan,33.0,Similarity
1047,Adhesion class orphans,orphan,16.0,Identify
1048,Adhesion class orphans,orphan,32.0,Similarity
1049,Adhesion class orphans,orphan,16.0,Identify
1050,Adhesion class orphans,orphan,46.0,Similarity
1051,Adhesion class orphans,orphan,22.0,Identify
1052,Adhesion class orphans,orphan,40.0,Similarity
1053,Adhesion class orphans,orphan,20.0,Identify
1054,Adhesion class orphans,orphan,58.0,Similarity
1055,Adhesion class orphans,orphan,39.0,Identify
